TargetID	Gene_Symbol	Chr	Adipose - Subcutaneous	Adipose - Visceral (Omentum)	Brain - Cerebellar Hemisphere	Brain - Cerebellum	Brain - Cortex	Brain - Frontal Cortex (BA9)	Brain - Hippocampus	Brain - Hypothalamus	Brain - Nucleus accumbens (basal ganglia)	Brain - Putamen (basal ganglia)	Brain - Spinal cord (cervical c-1)	Brain - Substantia nigra	Adrenal Gland	Breast - Mammary Tissue	Cells - EBV-transformed lymphocytes	Cells - Transformed fibroblasts	Cervix - Ectocervix	Cervix - Endocervix	Colon - Sigmoid	Colon - Transverse	Esophagus - Gastroesophageal Junction	Esophagus - Mucosa	Esophagus - Muscularis	Artery - Aorta	Fallopian Tube	Heart - Atrial Appendage	Heart - Left Ventricle	Kidney - Cortex	Liver	Lung	Minor Salivary Gland	Muscle - Skeletal	Nerve - Tibial	Ovary	Artery - Coronary	Pancreas	Pituitary	Prostate	Skin - Not Sun Exposed (Suprapubic)	Skin - Sun Exposed (Lower leg)	Small Intestine - Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Artery - Tibial	Uterus	Vagina	Whole Blood	Bladder	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)
ENST00000000233.5	ENSG00000004059.6	7	2.00064756791	1.96177615431	2.10447009087	2.09613815254	2.22990598959	2.26528461825	2.03174613653	2.00578680504	2.14593576818	2.07066199991	1.8287273487	1.90108427477	1.94959776929	2.00056883624	2.03931418407	2.04006928797	2.10897176747	2.03639718056	1.95934153402	2.02444382659	1.97495891006	2.24233635392	1.98296535469	1.99109007836	1.99544476696	1.76952935203	1.77372355188	2.04513977344	1.82132425137	1.96693893428	1.9427939258	1.82568005133	1.97616884455	1.81852859959	2.00051009622	1.98142856787	2.05871076222	2.01044923906	2.25097550431	2.28086166193	1.96745431654	2.06886101731	1.96796878054	2.03262845315	1.92010510851	1.9741602035	2.01340932796	2.06547385532	1.96061346716	1.97088350737	2.02384923472	2.13829615829	2.0979888145
ENST00000000412.3	ENSG00000003056.3	12	0.689164895205	0.709031457649	0.514123078684	0.472561338547	0.429710082856	0.516093122714	0.414138298604	0.50658954178	0.511685143839	0.42607723805	0.540361263483	0.448925730011	0.754160814587	0.647221149806	1.03772885562	0.861315947225	0.611240962054	0.726783345904	0.626487366064	0.634952821443	0.674714759749	0.665194169117	0.660765616723	0.669300419475	0.650598231726	0.609495232265	0.479331136273	0.609083381676	0.377142995616	0.707798018348	0.721258702436	0.473949439055	0.602260607812	0.610930023055	0.689340652934	0.564796569659	0.603636763111	0.595097110515	0.595764278188	0.605198776476	0.662951476126	0.739031188807	0.571403903618	0.676635765432	0.69666989384	0.739903632229	0.691835148066	0.61557519772	0.634345349552	0.743527245905	0.428397716096	0.427506907192	0.503491475002
ENST00000000442.6	ENSG00000173153.9	11	1.38674128365	1.41244273847	1.39361098064	1.43613996132	1.37152444106	1.38295470939	1.23839707903	1.16067002407	1.17914838787	1.27135169231	1.10861910423	1.28415834016	1.48139114077	1.36302948532	1.27777581894	1.22496361193	1.22039008892	1.2713288132	1.45206460181	1.89203333693	1.44645090539	1.70778867501	1.49841796979	1.19855053432	1.20482648032	1.83213305317	1.94773818339	1.77906765906	1.63940841881	1.47291369985	1.63662220598	1.96057164506	1.11215540937	0.83539464324	1.29391290893	1.49759941095	1.22759465261	1.42560362941	1.47782543107	1.50175654626	1.84906887846	1.51613335485	1.58773135506	0.959921066985	1.44679071109	1.21043703174	1.09157003054	1.41229714565	1.26036355556	1.50063618765	1.15494940953	1.27308138155	1.26904865481
ENST00000001008.4	ENSG00000004478.5	12	1.49785188572	1.65387281474	2.1459724187	2.10615624755	1.90283105512	1.93982767448	1.69624031648	1.94969335393	1.73943608593	1.68886882652	1.73343987242	1.76527007256	1.73623906789	1.70152245612	1.87922646036	1.58715785078	1.83780851995	1.81873430787	1.64836049895	1.73555073725	1.67448405905	2.00726066245	1.70438849821	1.64931739728	1.70275192753	1.55949361704	1.57308062788	1.9144134263	1.67613384117	1.58854958487	1.80030413047	1.80989193689	1.7448646166	1.72251272266	1.68695088473	1.71457888779	1.76700021972	1.84584118835	1.89422733055	1.87039785906	1.5300278691	1.52097673884	1.84694026345	2.0456242429	1.80537938824	1.76083192315	1.65376152983	1.87714410709	1.25870416946	1.79655942403	1.71879308866	1.81447717277	1.71127676235
ENST00000001146.2	ENSG00000003137.4	2	0.83293476817	0.728021805481	1.02419617841	0.908913525766	0.2768514001	0.329958538795	0.117510640205	0.135630372741	0.152376723492	0.0924511441502	0.0741110534916	0.188789037387	0.238853190667	0.566324929831	0.0	0.00546132612255	0.266065107891	0.268578673867	0.26360766693	0.169472047974	0.152880965921	0.223950791525	0.139965307326	0.379670744007	0.196500441261	0.384183139719	0.0674695920927	0.389499652648	0.0	0.181827258288	0.546032314476	0.146493430916	0.55739585045	0.294566521173	0.358539580848	0.0	0.505646825472	0.187835498709	0.881760469052	0.929366194054	0.276999826769	0.191083938517	0.0472694143251	0.606812657797	0.70441092961	0.257372897974	0.30276176193	0.296558697611	0.0	0.180022022191	0.237819753951	0.22228297988	0.126162264786
ENST00000002125.4	ENSG00000003509.11	2	0.760145984122	0.707411075961	0.719761721343	0.675008390265	0.654843631308	0.737820236825	0.564580430065	0.661396663733	0.607631600402	0.529812632158	0.565708302767	0.568192451194	0.96399166188	0.738380034565	0.8764698892	0.66979592168	0.863948717866	0.985723282752	1.0037012231	0.765407914033	0.771464009062	0.610949248985	0.79790037371	0.820045959167	0.786137653715	0.877305384965	0.953395357318	0.728978128241	0.613703797855	0.712209416496	0.708701103891	1.0097372845	0.78094980659	0.791582798696	0.793219911393	0.359419004809	0.761218864132	0.756532422305	0.611123409835	0.641044164355	0.589427153572	0.725976857749	0.596364493392	1.10541587945	0.643713470966	0.871253092629	0.840662726538	0.761745534907	0.44007919632	0.844947437804	0.552226287036	0.628873841214	0.594961070717
ENST00000002165.6	ENSG00000001036.9	6	1.46905292683	1.4210772559	0.741889036569	0.776491829741	0.874457162268	0.896660527353	1.00541801038	1.15378717289	0.962790827697	1.02787806514	1.25683613881	1.15885845056	1.64640165768	1.4315617758	1.25929392271	1.70941299369	1.50261404136	1.45286440279	1.1970877989	1.46427027947	1.2595041202	1.10563046409	1.2186269495	1.32671141739	1.47047832611	1.2792660544	1.21240790516	1.45734669855	1.26689157681	1.43219373339	1.37848369743	0.615500183604	1.40473220259	1.4447225473	1.35179157368	1.28797176546	1.23877675973	1.25220934528	1.02683393636	1.10221193934	1.4520242997	1.42338041783	1.35982675843	1.01855669596	1.40555696669	1.20934015729	1.31509218336	1.31767508574	0.905404785341	1.33945414446	1.00594561646	0.894150368713	1.0291399361
ENST00000002501.6	ENSG00000003249.9	16	0.345212227467	0.397057146676	1.43912076959	1.57875889374	1.90591926884	1.8601696054	1.49977376497	1.50800279395	1.39338508983	1.39797662684	1.1582118804	1.48791310483	0.938422798646	0.619691104838	1.24775960138	0.0703432425471	0.276201640559	0.299722975964	0.56645858767	0.543910795997	0.692268120456	1.38576370654	0.696672164157	0.892404195133	0.40448813372	0.404262203095	0.571507606059	1.15617487975	0.592645453576	0.677472943482	1.13504428812	1.29887230948	0.414398912093	0.60008009668	0.420531178838	1.08550963293	1.01096585887	0.713516470382	0.742771273618	0.805660681739	0.423962299949	0.390308267207	0.815258617233	0.435965816788	0.812611784777	0.272969537997	0.309356518285	0.925257420942	0.15067540492	0.667494792579	1.55641463826	1.75919687591	1.43856043215
ENST00000002596.5	ENSG00000002587.5	4	0.182113507065	0.338976339645	1.11131427633	1.03436407008	0.302411636188	0.347341699137	0.259433369184	0.287112962854	0.134097702869	0.163990395889	0.296709494812	0.287347946228	0.270156670387	0.288903191498	0.193185973678	0.0	0.439395393419	0.375148921567	0.19686536722	0.249016712234	0.23542920433	0.711289899636	0.206057493531	0.157272030142	0.600859225952	0.222466482233	0.104179200976	0.628473959416	0.0346906088211	0.293354998153	0.444030110892	0.0459789984801	0.287032295195	1.27831108094	0.248076307065	0.0631531475386	0.574832756467	0.338093390022	0.089092329969	0.0986482244617	0.325386671007	0.344636833585	0.271777502727	0.300749177936	0.293797956954	0.0990444668671	0.49777169447	0.362690231074	0.0264241665065	0.601433721644	0.241244001072	0.262352773592	0.158173351859
ENST00000002829.3	ENSG00000001617.7	3	0.694487918794	0.778071622429	0.0	0.119393482068	0.125845697757	0.0756299166726	0.0	0.133375643525	0.105788725143	0.0933554852323	0.0568842790053	0.106686804823	0.237633955461	0.784874112436	0.0	0.285429594041	0.675084487037	0.737304781197	0.335228556729	0.389111481352	0.406757443633	1.26647953522	0.41825603614	0.692710157245	0.66232623323	0.258449881604	0.305903225793	0.689088773615	0.0	0.801131756272	0.644613749125	0.236283700746	0.425052617124	0.0556431855241	0.668691120308	0.170035706089	0.299259682448	0.762042067393	1.09204903419	1.07658954851	0.457522618085	0.820749879711	0.500710727805	0.163242878953	0.727333738314	0.587721564224	0.540740295718	1.00581904535	0.0	0.968108219618	0.0	0.0	0.101409883836
ENST00000003084.6	ENSG00000001626.10	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0895850986067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.941095422135	0.0	0.0	0.0	0.0	0.0855201997112	0.0	0.0	0.191644033109	0.0	0.293701541038	0.73666870764	0.0	0.0	0.0	0.0	1.64641834298	0.0	0.187601184285	0.174500765583	0.215538957085	0.55655094919	0.0	0.0	0.209761364562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000003100.8	ENSG00000001630.11	7	1.09529648004	1.18464200927	1.31799918827	1.26117390665	1.39691047517	1.49395894859	1.37556872841	1.5225339915	1.27025252937	1.18278843564	1.75290875883	1.35900032238	1.57642642673	1.1116762574	1.63663582208	1.46633124629	1.19641243812	1.20767975996	1.02154965531	1.41009673405	1.10481489358	1.56788857424	1.0093259438	1.09204557124	1.1476405796	1.09206794428	0.8915129294	1.26108011808	1.60230598204	1.46010330429	1.20344885941	0.679924570216	1.32097943163	1.37870762961	1.11170545631	1.22310484797	1.26679325783	1.20721260047	1.37472073574	1.28748961976	1.37384061474	0.959682398551	1.30455586091	1.69914669716	1.15034057649	1.12718296825	1.05973225634	1.35542912353	0.560234435495	1.16011876374	1.35715387506	1.42188246047	1.21124135768
ENST00000003302.4	ENSG00000048028.7	11	0.0	0.0	0.849486364928	0.836908753403	0.457022358861	0.447942762935	0.20218861988	0.205488376012	0.244696612409	0.18166869206	0.221237353983	0.195313928231	0.0	0.0	0.182551707026	0.0	0.0731736495161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01225031124	1.06763344268	0.0	0.0	0.0	0.0	0.992162879491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286413098266	0.0	0.0	0.0	0.0	0.0	0.183096376034	0.226765822534	0.280064126019	0.219921248904
ENST00000003583.8	ENSG00000001460.13	1	0.0	0.0	0.263013172789	0.174718748696	0.012013834904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000003912.3	ENSG00000001461.12	1	0.574201701518	0.78525884698	1.85330340224	1.72924995492	1.41004529961	1.44561101056	1.50418549676	1.47929138284	1.40801706076	1.46631366774	1.74046563667	1.67689913314	0.967048578137	0.777177796718	0.850171766788	1.07477808935	0.557563338678	0.691601096227	1.03603124959	1.01444630888	0.752029153955	0.953242239296	0.788553760229	0.622924002463	0.748693036957	0.84870604466	0.874427138265	0.943340167504	0.396014252861	0.905609524385	1.04595053064	0.397099231153	0.855983970471	0.711325949704	0.638641882147	0.85496390942	0.923748139795	1.32456527837	0.914455112849	0.93931853224	0.982084139806	0.799784921845	0.94550915678	0.655050221372	1.13652994296	0.362695719175	0.765562463699	0.82357091504	0.474953501383	0.768404836535	1.46387061795	1.32287942278	1.41095964934
